dataset,query_id,query,top10_overlap_count,top10_overlap_ratio,new_docs_after_bge,removed_docs_after_bge
NF-Corpus,PLAIN-1262,Global Burden of Disease Study,5,0.5,"['MED-2082', 'MED-1054', 'MED-4132', 'MED-2000', 'MED-1353']","['MED-4911', 'MED-2211', 'MED-5331', 'MED-921', 'MED-3174']"
NF-Corpus,PLAIN-1275,goji berries,7,0.7,"['MED-2966', 'MED-2280', 'MED-3738']","['MED-2924', 'MED-4900', 'MED-2665']"
NF-Corpus,PLAIN-1288,grapes,8,0.8,"['MED-2083', 'MED-3199']","['MED-3728', 'MED-4029']"
NF-Corpus,PLAIN-1299,growth promoters,3,0.3,"['MED-1770', 'MED-4897', 'MED-4222', 'MED-4394', 'MED-5239', 'MED-4451', 'MED-2700']","['MED-3135', 'MED-2983', 'MED-2106', 'MED-2774', 'MED-1223', 'MED-2498', 'MED-1601']"
NF-Corpus,PLAIN-1309,halibut,1,0.1,"['MED-743', 'MED-5334', 'MED-735', 'MED-924', 'MED-937', 'MED-938', 'MED-5312', 'MED-731', 'MED-926']","['MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-1320,Harvard Physicians’ Study II,3,0.3,"['MED-1486', 'MED-4091', 'MED-5361', 'MED-761', 'MED-3754', 'MED-1498', 'MED-3752']","['MED-1986', 'MED-2525', 'MED-3932', 'MED-1545', 'MED-2761', 'MED-728', 'MED-1543']"
NF-Corpus,PLAIN-1331,hearing,3,0.3,"['MED-2217', 'MED-2206', 'MED-2210', 'MED-2171', 'MED-2211', 'MED-2220', 'MED-2214']","['MED-2238', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231']"
NF-Corpus,PLAIN-1342,heme iron,8,0.8,"['MED-847', 'MED-5235']","['MED-4493', 'MED-4318']"
NF-Corpus,PLAIN-1353,hernia,2,0.2,"['MED-2150', 'MED-2267', 'MED-2208', 'MED-2269', 'MED-2249', 'MED-2217', 'MED-2211', 'MED-2243']","['MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-1363,Hiroshima,2,0.2,"['MED-2163', 'MED-2218', 'MED-2216', 'MED-2217', 'MED-2157', 'MED-2214', 'MED-2154', 'MED-2249']","['MED-2238', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-1374,hormonal dysfunction,1,0.1,"['MED-2122', 'MED-826', 'MED-3919', 'MED-557', 'MED-330', 'MED-4664', 'MED-2077', 'MED-1010', 'MED-3427']","['MED-820', 'MED-3429', 'MED-3795', 'MED-4747', 'MED-5292', 'MED-3434', 'MED-1647', 'MED-5223', 'MED-828']"
NF-Corpus,PLAIN-1387,hyperactivity,8,0.8,"['MED-2121', 'MED-2992']","['MED-1686', 'MED-3383']"
NF-Corpus,PLAIN-1398,IGF-1,6,0.6,"['MED-4223', 'MED-4225', 'MED-4211', 'MED-1716']","['MED-1712', 'MED-1719', 'MED-1724', 'MED-4220']"
NF-Corpus,PLAIN-1409,industrial toxins,2,0.2,"['MED-2173', 'MED-1958', 'MED-2249', 'MED-3590', 'MED-2650', 'MED-4176', 'MED-5311', 'MED-334']","['MED-1570', 'MED-1572', 'MED-1697', 'MED-1272', 'MED-1689', 'MED-3321', 'MED-1144', 'MED-5101']"
NF-Corpus,PLAIN-1419,insects,4,0.4,"['MED-2204', 'MED-2249', 'MED-2208', 'MED-2219', 'MED-2152', 'MED-2148']","['MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231']"
NF-Corpus,PLAIN-1429,Iowa Women’s Health Study,4,0.4,"['MED-1826', 'MED-4925', 'MED-1341', 'MED-837', 'MED-5091', 'MED-1700']","['MED-4594', 'MED-4802', 'MED-2428', 'MED-1210', 'MED-3354', 'MED-1743']"
NF-Corpus,PLAIN-1441,Japan,3,0.3,"['MED-3973', 'MED-3975', 'MED-3972', 'MED-3000', 'MED-2660', 'MED-2511', 'MED-4963']","['MED-2216', 'MED-3629', 'MED-1332', 'MED-3659', 'MED-5117', 'MED-2218', 'MED-4817']"
NF-Corpus,PLAIN-1453,junk food,2,0.2,"['MED-4361', 'MED-3091', 'MED-4976', 'MED-4869', 'MED-5104', 'MED-3589', 'MED-2264', 'MED-2063']","['MED-4366', 'MED-2742', 'MED-1761', 'MED-5288', 'MED-2738', 'MED-4796', 'MED-1046', 'MED-1150']"
NF-Corpus,PLAIN-1463,kidney beans,6,0.6,"['MED-2008', 'MED-5354', 'MED-5021', 'MED-3852']","['MED-3584', 'MED-3138', 'MED-1880', 'MED-1133']"
NF-Corpus,PLAIN-1473,kohlrabi,3,0.3,"['MED-2266', 'MED-2144', 'MED-2155', 'MED-2267', 'MED-2145', 'MED-2143', 'MED-2146']","['MED-2209', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2228', 'MED-2227']"
NF-Corpus,PLAIN-1485,lard,1,0.1,"['MED-2222', 'MED-2191', 'MED-2202', 'MED-2267', 'MED-2207', 'MED-2150', 'MED-2253', 'MED-2204', 'MED-2195']","['MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228', 'MED-2227']"
NF-Corpus,PLAIN-1496,leeks,1,0.1,"['MED-734', 'MED-736', 'MED-724', 'MED-730', 'MED-914', 'MED-5285', 'MED-5339', 'MED-735', 'MED-915']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-1506,leucine,7,0.7,"['MED-2266', 'MED-2235', 'MED-2267']","['MED-2226', 'MED-2227', 'MED-2228']"
NF-Corpus,PLAIN-1516,Lindane,3,0.3,"['MED-2266', 'MED-2267', 'MED-2171', 'MED-2249', 'MED-2169', 'MED-2166', 'MED-2143']","['MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-1527,liver disease,6,0.6,"['MED-4814', 'MED-4873', 'MED-1071', 'MED-4490']","['MED-1302', 'MED-4817', 'MED-2158', 'MED-1868']"
NF-Corpus,PLAIN-1537,low-carb diets,3,0.3,"['MED-4515', 'MED-4514', 'MED-1323', 'MED-2588', 'MED-2591', 'MED-1616', 'MED-2586']","['MED-3273', 'MED-4353', 'MED-5267', 'MED-4831', 'MED-4885', 'MED-3874', 'MED-5272']"
NF-Corpus,PLAIN-1547,lyme disease,2,0.2,"['MED-3562', 'MED-970', 'MED-1574', 'MED-2587', 'MED-736', 'MED-3965', 'MED-3174', 'MED-4838']","['MED-983', 'MED-975', 'MED-5030', 'MED-2590', 'MED-4013', 'MED-972', 'MED-2111', 'MED-2303']"
NF-Corpus,PLAIN-1557,magnesium,5,0.5,"['MED-2249', 'MED-4716', 'MED-2455', 'MED-4627', 'MED-3900']","['MED-5005', 'MED-4313', 'MED-1528', 'MED-2380', 'MED-4298']"
NF-Corpus,PLAIN-1568,maple syrup,6,0.6,"['MED-2249', 'MED-2150', 'MED-1674', 'MED-2173']","['MED-2490', 'MED-1710', 'MED-2054', 'MED-1672']"
NF-Corpus,PLAIN-1579,mastitis,2,0.2,"['MED-2150', 'MED-2267', 'MED-2162', 'MED-2249', 'MED-2243', 'MED-2258', 'MED-2208', 'MED-2266']","['MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-1590,medical ethics,4,0.4,"['MED-3757', 'MED-3754', 'MED-5343', 'MED-5346', 'MED-3313', 'MED-3749']","['MED-749', 'MED-4599', 'MED-4674', 'MED-5347', 'MED-1350', 'MED-2086']"
NF-Corpus,PLAIN-1601,memory,4,0.4,"['MED-5093', 'MED-2162', 'MED-3179', 'MED-4404', 'MED-1503', 'MED-4438']","['MED-1700', 'MED-4860', 'MED-2668', 'MED-2367', 'MED-1630', 'MED-1506']"
NF-Corpus,PLAIN-1611,mesquite,0,0.0,"['MED-736', 'MED-5311', 'MED-5286', 'MED-937', 'MED-752', 'MED-5334', 'MED-5285', 'MED-743', 'MED-735', 'MED-759']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-1621,Mevacor,0,0.0,"['MED-743', 'MED-819', 'MED-735', 'MED-5311', 'MED-926', 'MED-924', 'MED-5330', 'MED-937', 'MED-752', 'MED-5334']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-1635,milk,3,0.3,"['MED-4897', 'MED-1223', 'MED-2058', 'MED-904', 'MED-1768', 'MED-2771', 'MED-2055']","['MED-5118', 'MED-4899', 'MED-3087', 'MED-2341', 'MED-4753', 'MED-4071', 'MED-4902']"
NF-Corpus,PLAIN-1645,molasses,3,0.3,"['MED-2266', 'MED-2148', 'MED-2267', 'MED-2249', 'MED-2169', 'MED-2269', 'MED-2243']","['MED-2238', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-1656,mouth cancer,6,0.6,"['MED-852', 'MED-855', 'MED-3550', 'MED-865']","['MED-1248', 'MED-2092', 'MED-1246', 'MED-2101']"
NF-Corpus,PLAIN-1667,muscle health,2,0.2,"['MED-3453', 'MED-5233', 'MED-1467', 'MED-3235', 'MED-3220', 'MED-3163', 'MED-3466', 'MED-1472']","['MED-1474', 'MED-4828', 'MED-1466', 'MED-3462', 'MED-4830', 'MED-1460', 'MED-4829', 'MED-1752']"
NF-Corpus,PLAIN-1679,myelopathy,0,0.0,"['MED-5313', 'MED-736', 'MED-5281', 'MED-5278', 'MED-5337', 'MED-5326', 'MED-735', 'MED-5280', 'MED-5317', 'MED-5330']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-1690,National Academy of Sciences,4,0.4,"['MED-1501', 'MED-4036', 'MED-1283', 'MED-3577', 'MED-3424', 'MED-4288']","['MED-3726', 'MED-2220', 'MED-2295', 'MED-3692', 'MED-1493', 'MED-1037']"
NF-Corpus,PLAIN-1700,Native Americans,7,0.7,"['MED-3942', 'MED-5353', 'MED-1511']","['MED-976', 'MED-1708', 'MED-4750']"
NF-Corpus,PLAIN-1710,neurocysticercosis,10,1.0,[],[]
NF-Corpus,PLAIN-1721,NIH-AARP study,9,0.9,['MED-5258'],['MED-1230']
NF-Corpus,PLAIN-1731,norovirus,5,0.5,"['MED-2169', 'MED-2170', 'MED-2237', 'MED-2239', 'MED-2160']","['MED-2223', 'MED-2224', 'MED-2225', 'MED-2226', 'MED-2227']"
NF-Corpus,PLAIN-1741,nuts,7,0.7,"['MED-1381', 'MED-4249', 'MED-2596']","['MED-4707', 'MED-4295', 'MED-2381']"
NF-Corpus,PLAIN-1752,okra,1,0.1,"['MED-744', 'MED-731', 'MED-5285', 'MED-730', 'MED-732', 'MED-734', 'MED-729', 'MED-752', 'MED-5311']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-1762,oral intraepithelial neoplasia,4,0.4,"['MED-4501', 'MED-3639', 'MED-2460', 'MED-4546', 'MED-2208', 'MED-2030']","['MED-3103', 'MED-3558', 'MED-3111', 'MED-3561', 'MED-4752', 'MED-2033']"
NF-Corpus,PLAIN-1772,organotins,3,0.3,"['MED-2249', 'MED-2266', 'MED-2150', 'MED-2148', 'MED-2143', 'MED-2244', 'MED-1848']","['MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228', 'MED-2227', 'MED-2226']"
NF-Corpus,PLAIN-1784,oxen meat,0,0.0,"['MED-4486', 'MED-1593', 'MED-2704', 'MED-1114', 'MED-4487', 'MED-3000', 'MED-4747', 'MED-5034', 'MED-2168', 'MED-3790']","['MED-2671', 'MED-5326', 'MED-4482', 'MED-2170', 'MED-4977', 'MED-4493', 'MED-1802', 'MED-5195', 'MED-4485', 'MED-3499']"
NF-Corpus,PLAIN-1794,Panama,3,0.3,"['MED-2155', 'MED-2209', 'MED-2162', 'MED-2202', 'MED-2250', 'MED-2164', 'MED-2214']","['MED-2238', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229']"
NF-Corpus,PLAIN-1805,Parkinson's disease,5,0.5,"['MED-1574', 'MED-3929', 'MED-3927', 'MED-3936', 'MED-1282']","['MED-3938', 'MED-3931', 'MED-3933', 'MED-2173', 'MED-1499']"
NF-Corpus,PLAIN-1817,peanut butter,6,0.6,"['MED-3385', 'MED-4916', 'MED-2148', 'MED-2223']","['MED-2382', 'MED-3198', 'MED-1534', 'MED-2792']"
NF-Corpus,PLAIN-1827,Peoria,0,0.0,"['MED-5285', 'MED-736', 'MED-5324', 'MED-5282', 'MED-743', 'MED-735', 'MED-937', 'MED-5291', 'MED-728', 'MED-5297']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-1837,pesticides,3,0.3,"['MED-1161', 'MED-4179', 'MED-4177', 'MED-1157', 'MED-1166', 'MED-3279', 'MED-1749']","['MED-2748', 'MED-3936', 'MED-1158', 'MED-4535', 'MED-4178', 'MED-1170', 'MED-1176']"
NF-Corpus,PLAIN-1847,philippines,3,0.3,"['MED-2239', 'MED-2168', 'MED-2173', 'MED-2254', 'MED-2237', 'MED-2202', 'MED-2211']","['MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-1857,phytic acid,10,1.0,[],[]
NF-Corpus,PLAIN-1867,pineapples,2,0.2,"['MED-5285', 'MED-5287', 'MED-743', 'MED-5342', 'MED-818', 'MED-938', 'MED-754', 'MED-760']","['MED-10', 'MED-961', 'MED-942', 'MED-941', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-1877,plant-based diet,6,0.6,"['MED-1723', 'MED-1450', 'MED-2951', 'MED-4689']","['MED-4255', 'MED-1489', 'MED-4349', 'MED-1249']"
NF-Corpus,PLAIN-1887,poisonous plants,1,0.1,"['MED-2070', 'MED-4535', 'MED-4712', 'MED-3606', 'MED-1737', 'MED-2264', 'MED-3279', 'MED-2143', 'MED-1741']","['MED-2333', 'MED-5083', 'MED-2824', 'MED-3607', 'MED-3532', 'MED-913', 'MED-2332', 'MED-915', 'MED-1293']"
NF-Corpus,PLAIN-1897,polypropylene plastic,4,0.4,"['MED-2249', 'MED-2258', 'MED-2248', 'MED-2266', 'MED-2169', 'MED-2208']","['MED-4426', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232']"
NF-Corpus,PLAIN-1909,pork,8,0.8,"['MED-4749', 'MED-3000']","['MED-3171', 'MED-2340']"
NF-Corpus,PLAIN-1919,poultry workers,6,0.6,"['MED-1977', 'MED-3307', 'MED-2742', 'MED-2741']","['MED-3790', 'MED-3615', 'MED-3311', 'MED-4802']"
NF-Corpus,PLAIN-1929,prenatal vitamins,0,0.0,"['MED-1066', 'MED-904', 'MED-4470', 'MED-2452', 'MED-4928', 'MED-4929', 'MED-986', 'MED-2476', 'MED-4699', 'MED-5208']","['MED-2497', 'MED-4656', 'MED-2495', 'MED-2905', 'MED-3032', 'MED-4038', 'MED-4872', 'MED-5097', 'MED-3035', 'MED-5099']"
NF-Corpus,PLAIN-1940,prolactin,7,0.7,"['MED-2267', 'MED-2249', 'MED-2266']","['MED-2228', 'MED-2229', 'MED-2231']"
NF-Corpus,PLAIN-1950,prunes,5,0.5,"['MED-2266', 'MED-2231', 'MED-2229', 'MED-2232', 'MED-2270']","['MED-2239', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2233']"
NF-Corpus,PLAIN-1962,pumpkin,4,0.4,"['MED-2150', 'MED-2266', 'MED-2239', 'MED-2249', 'MED-2148', 'MED-2227']","['MED-2210', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232']"
NF-Corpus,PLAIN-1972,quinine,2,0.2,"['MED-2250', 'MED-2266', 'MED-2208', 'MED-2270', 'MED-2168', 'MED-2267', 'MED-2249', 'MED-2244']","['MED-2239', 'MED-2238', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231']"
NF-Corpus,PLAIN-1983,rapamycin,6,0.6,"['MED-2128', 'MED-5239', 'MED-2139', 'MED-2509']","['MED-2520', 'MED-2514', 'MED-2507', 'MED-5237']"
NF-Corpus,PLAIN-1995,red tea,2,0.2,"['MED-870', 'MED-1522', 'MED-4777', 'MED-2200', 'MED-4050', 'MED-2076', 'MED-5048', 'MED-1637']","['MED-4413', 'MED-4902', 'MED-1647', 'MED-898', 'MED-4713', 'MED-4776', 'MED-5245', 'MED-5241']"
NF-Corpus,PLAIN-2009,rhabdomyolysis,5,0.5,"['MED-2243', 'MED-2266', 'MED-2157', 'MED-2208', 'MED-2154']","['MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231']"
NF-Corpus,PLAIN-2019,rickets,2,0.2,"['MED-2266', 'MED-2249', 'MED-2153', 'MED-2155', 'MED-2150', 'MED-2220', 'MED-2143', 'MED-2255']","['MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228', 'MED-2227']"
NF-Corpus,PLAIN-2030,Rutin,2,0.2,"['MED-2250', 'MED-2155', 'MED-2248', 'MED-2150', 'MED-2257', 'MED-2249', 'MED-2267', 'MED-2253']","['MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-2040,salmon,8,0.8,"['MED-2391', 'MED-4474']","['MED-4943', 'MED-5094']"
NF-Corpus,PLAIN-2051,saturated fat,5,0.5,"['MED-1238', 'MED-2180', 'MED-1069', 'MED-1061', 'MED-4278']","['MED-1454', 'MED-4556', 'MED-4005', 'MED-1072', 'MED-3586']"
NF-Corpus,PLAIN-2061,seafood,7,0.7,"['MED-2339', 'MED-4960', 'MED-3030']","['MED-2262', 'MED-3295', 'MED-2406']"
NF-Corpus,PLAIN-2071,serotonin,8,0.8,"['MED-5365', 'MED-4148']","['MED-1245', 'MED-3540']"
NF-Corpus,PLAIN-2081,shelf life,7,0.7,"['MED-4173', 'MED-5349', 'MED-5353']","['MED-2505', 'MED-4180', 'MED-2309']"
NF-Corpus,PLAIN-2092,sirtuins,5,0.5,"['MED-2249', 'MED-2266', 'MED-2267', 'MED-2148', 'MED-2231']","['MED-2243', 'MED-2240', 'MED-2239', 'MED-2238', 'MED-2237']"
NF-Corpus,PLAIN-2102,smoking,6,0.6,"['MED-1598', 'MED-3046', 'MED-1603', 'MED-2252']","['MED-5256', 'MED-3394', 'MED-3544', 'MED-1051']"
NF-Corpus,PLAIN-2113,soil health,7,0.7,"['MED-3966', 'MED-1216', 'MED-2264']","['MED-1757', 'MED-3635', 'MED-1157']"
NF-Corpus,PLAIN-2124,spearmint,3,0.3,"['MED-2167', 'MED-2204', 'MED-2266', 'MED-2210', 'MED-2256', 'MED-2249', 'MED-2267']","['MED-2209', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2229', 'MED-2228', 'MED-2227']"
NF-Corpus,PLAIN-2134,Splenda,0,0.0,"['MED-736', 'MED-5285', 'MED-5291', 'MED-5282', 'MED-735', 'MED-5297', 'MED-743', 'MED-5299', 'MED-5343', 'MED-937']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-2145,St. John's wort,4,0.4,"['MED-5108', 'MED-1444', 'MED-4842', 'MED-2039', 'MED-4543', 'MED-3560']","['MED-1860', 'MED-1867', 'MED-3882', 'MED-3967', 'MED-1359', 'MED-4525']"
NF-Corpus,PLAIN-2156,stevia,3,0.3,"['MED-2267', 'MED-2249', 'MED-2155', 'MED-2243', 'MED-2227', 'MED-2266', 'MED-2253']","['MED-2237', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-2167,subsidies,3,0.3,"['MED-2220', 'MED-2249', 'MED-2191', 'MED-2153', 'MED-2155', 'MED-2239', 'MED-2254']","['MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2228']"
NF-Corpus,PLAIN-2177,sulfur,10,1.0,[],[]
NF-Corpus,PLAIN-2187,suppositories,7,0.7,"['MED-2249', 'MED-2245', 'MED-2266']","['MED-2238', 'MED-2237', 'MED-2233']"
NF-Corpus,PLAIN-2197,sweeteners,9,0.9,['MED-1620'],['MED-1531']
NF-Corpus,PLAIN-2209,taro,0,0.0,"['MED-5330', 'MED-735', 'MED-5285', 'MED-5278', 'MED-5286', 'MED-743', 'MED-5291', 'MED-752', 'MED-736', 'MED-5311']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-2220,tempeh,1,0.1,"['MED-2163', 'MED-2267', 'MED-2253', 'MED-2202', 'MED-2227', 'MED-2264', 'MED-2150', 'MED-2148', 'MED-2205']","['MED-2210', 'MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228']"
NF-Corpus,PLAIN-2230,thiamine,2,0.2,"['MED-2249', 'MED-2266', 'MED-2257', 'MED-2248', 'MED-2168', 'MED-2169', 'MED-2259', 'MED-2264']","['MED-4716', 'MED-2234', 'MED-2233', 'MED-2232', 'MED-2231', 'MED-2229', 'MED-2228', 'MED-2227']"
NF-Corpus,PLAIN-2240,titanium dioxide,8,0.8,"['MED-2249', 'MED-2264']","['MED-1161', 'MED-2235']"
NF-Corpus,PLAIN-2250,tongue worm,7,0.7,"['MED-2243', 'MED-2208', 'MED-2249']","['MED-2211', 'MED-2212', 'MED-2213']"
NF-Corpus,PLAIN-2261,trans fats,5,0.5,"['MED-3598', 'MED-4559', 'MED-5235', 'MED-5007', 'MED-1874']","['MED-4600', 'MED-4004', 'MED-1558', 'MED-3530', 'MED-1552']"
NF-Corpus,PLAIN-2271,Tufts,3,0.3,"['MED-5341', 'MED-743', 'MED-5281', 'MED-5291', 'MED-5317', 'MED-736', 'MED-751']","['MED-961', 'MED-942', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-2281,turnips,1,0.1,"['MED-736', 'MED-5343', 'MED-5282', 'MED-5297', 'MED-735', 'MED-5280', 'MED-5334', 'MED-5330', 'MED-760']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-2291,ultra-processed foods,2,0.2,"['MED-3738', 'MED-1196', 'MED-3087', 'MED-4299', 'MED-2991', 'MED-4144', 'MED-5235', 'MED-1693']","['MED-4878', 'MED-2020', 'MED-3085', 'MED-4765', 'MED-1650', 'MED-4494', 'MED-4436', 'MED-2488']"
NF-Corpus,PLAIN-2301,uterine health,3,0.3,"['MED-1540', 'MED-1928', 'MED-3153', 'MED-3427', 'MED-4575', 'MED-716', 'MED-3692']","['MED-1546', 'MED-762', 'MED-1213', 'MED-1451', 'MED-1542', 'MED-4598', 'MED-4673']"
NF-Corpus,PLAIN-2311,veal,4,0.4,"['MED-2150', 'MED-2249', 'MED-2158', 'MED-2162', 'MED-2160', 'MED-2267']","['MED-2239', 'MED-2238', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232']"
NF-Corpus,PLAIN-2321,veggie chicken,1,0.1,"['MED-3891', 'MED-5131', 'MED-4055', 'MED-5141', 'MED-4626', 'MED-4474', 'MED-4593', 'MED-1098', 'MED-2700']","['MED-2991', 'MED-4882', 'MED-2492', 'MED-4800', 'MED-3086', 'MED-2339', 'MED-4427', 'MED-1138', 'MED-1610']"
NF-Corpus,PLAIN-2332,viral infections,3,0.3,"['MED-3974', 'MED-2046', 'MED-3561', 'MED-1798', 'MED-3155', 'MED-2848', 'MED-5203']","['MED-5281', 'MED-3292', 'MED-3309', 'MED-3312', 'MED-3509', 'MED-3760', 'MED-3683']"
NF-Corpus,PLAIN-2343,vitamin K,7,0.7,"['MED-4928', 'MED-4107', 'MED-5136']","['MED-4719', 'MED-3755', 'MED-2009']"
NF-Corpus,PLAIN-2354,walnut oil,8,0.8,"['MED-4002', 'MED-3670']","['MED-2379', 'MED-4302']"
NF-Corpus,PLAIN-2364,weight gain,8,0.8,"['MED-4758', 'MED-5284']","['MED-2718', 'MED-3751']"
NF-Corpus,PLAIN-2375,whiting,1,0.1,"['MED-915', 'MED-5333', 'MED-5328', 'MED-759', 'MED-5338', 'MED-5329', 'MED-5342', 'MED-5325', 'MED-5291']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-2386,worms,5,0.5,"['MED-2219', 'MED-2249', 'MED-2152', 'MED-2169', 'MED-2264']","['MED-2237', 'MED-2235', 'MED-2234', 'MED-2233', 'MED-2232']"
NF-Corpus,PLAIN-2396,Yale,2,0.2,"['MED-762', 'MED-753', 'MED-5334', 'MED-5291', 'MED-5342', 'MED-5327', 'MED-736', 'MED-5285']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-906', 'MED-892', 'MED-940']"
NF-Corpus,PLAIN-2408,Zoloft,0,0.0,"['MED-5311', 'MED-743', 'MED-5334', 'MED-5285', 'MED-5286', 'MED-5316', 'MED-5297', 'MED-753', 'MED-5291', 'MED-735']","['MED-10', 'MED-961', 'MED-952', 'MED-942', 'MED-941', 'MED-917', 'MED-906', 'MED-892', 'MED-940', 'MED-939']"
NF-Corpus,PLAIN-2430,Preventing Brain Loss with B Vitamins?,3,0.3,"['MED-4075', 'MED-3492', 'MED-2664', 'MED-1503', 'MED-5128', 'MED-2888', 'MED-1851']","['MED-994', 'MED-5034', 'MED-4872', 'MED-1435', 'MED-3534', 'MED-3546', 'MED-3550']"
NF-Corpus,PLAIN-2440,More Than an Apple a Day: Combating Common Diseases,5,0.5,"['MED-4414', 'MED-4580', 'MED-4590', 'MED-2451', 'MED-1047']","['MED-2188', 'MED-2786', 'MED-4267', 'MED-3206', 'MED-941']"
NF-Corpus,PLAIN-2450,Are Organic Foods Safer?,5,0.5,"['MED-3770', 'MED-4686', 'MED-1169', 'MED-1991', 'MED-4349']","['MED-1173', 'MED-1144', 'MED-2490', 'MED-1162', 'MED-1182']"
NF-Corpus,PLAIN-2460,Diabetes as a Disease of Fat Toxicity,2,0.2,"['MED-5228', 'MED-2249', 'MED-1710', 'MED-5235', 'MED-1468', 'MED-2154', 'MED-4299', 'MED-4554']","['MED-1864', 'MED-1681', 'MED-1236', 'MED-4790', 'MED-1843', 'MED-1731', 'MED-5316', 'MED-2579']"
