dataset,query_id,query,candidate_recall@100,num_relevant_qrels,num_bm25_relevant_top10,num_bge_relevant_top10,bm25_relevant_top10,bge_relevant_top10,delta_nDCG@10,failure_type
NF-Corpus,PLAIN-2301,uterine health,0.0,13,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2311,veal,0.0,2,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2321,veggie chicken,0.0,5,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2332,viral infections,0.13402061855670103,97,4,2,"['MED-4766', 'MED-3292', 'MED-3309', 'MED-3312']","['MED-4766', 'MED-1798']",-0.21661344306085173,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2343,vitamin K,0.0,2,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2354,walnut oil,0.4,5,2,2,"['MED-4303', 'MED-2152']","['MED-2152', 'MED-4303']",0.044406162097719526,sucesso_do_reranker
NF-Corpus,PLAIN-2364,weight gain,0.0,15,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2375,whiting,0.0,2,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2386,worms,0.0,19,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2396,Yale,0.0,18,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2408,Zoloft,0.0,5,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2430,Preventing Brain Loss with B Vitamins?,0.17391304347826086,46,3,3,"['MED-994', 'MED-980', 'MED-986']","['MED-980', 'MED-2664', 'MED-986']",-0.11106836583246765,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2440,More Than an Apple a Day: Combating Common Diseases,0.0,21,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2450,Are Organic Foods Safer?,0.18421052631578946,38,2,2,"['MED-1178', 'MED-1173']","['MED-1178', 'MED-1169']",-0.10265376469471635,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2460,Diabetes as a Disease of Fat Toxicity,0.16129032258064516,31,1,0,['MED-1236'],[],-0.11496943328345773,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2470,Is Milk Good for Our Bones?,0.1506849315068493,73,2,1,"['MED-1337', 'MED-2771']",['MED-1340'],-0.09375358373665316,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2480,Preventing Ulcerative Colitis with Diet,0.3333333333333333,18,3,2,"['MED-3964', 'MED-1582', 'MED-1421']","['MED-3964', 'MED-1576']",0.03128220470182619,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2490,The Actual Benefit of Diet vs. Drugs,0.2608695652173913,23,3,1,"['MED-1490', 'MED-1488', 'MED-1486']",['MED-1490'],-0.4544349947341837,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2500,The Saturated Fat Studies: Buttering Up the Public,0.42857142857142855,7,1,0,['MED-4556'],[],-0.059872671137193724,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2510,Coffee and Artery Function,0.5217391304347826,46,8,7,"['MED-1648', 'MED-1640', 'MED-1642', 'MED-1639', 'MED-1649', 'MED-1645', 'MED-1638', 'MED-1643']","['MED-1648', 'MED-1640', 'MED-1639', 'MED-1642', 'MED-1649', 'MED-1641', 'MED-2155']",-0.13688927926756744,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2520,Caloric Restriction vs. Plant-Based Diets,0.136986301369863,73,3,1,"['MED-2138', 'MED-2519', 'MED-2506']",['MED-2507'],-0.08799939092429448,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2530,Infectobesity: Adenovirus 36 and Childhood Obesity,0.3055555555555556,72,10,10,"['MED-1804', 'MED-1808', 'MED-1798', 'MED-1803', 'MED-1799', 'MED-4768', 'MED-1800', 'MED-1796', 'MED-4766', 'MED-4769']","['MED-1804', 'MED-1798', 'MED-1808', 'MED-1800', 'MED-1796', 'MED-4766', 'MED-1806', 'MED-1799', 'MED-1803', 'MED-1810']",0.033127111727194514,sucesso_do_reranker
NF-Corpus,PLAIN-2540,Does Cholesterol Size Matter?,0.42857142857142855,21,2,3,"['MED-1886', 'MED-3198']","['MED-1886', 'MED-1882', 'MED-1887']",-0.00639160402075073,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2550,Barriers to Heart Disease Prevention,0.24,25,3,1,"['MED-2527', 'MED-4598', 'MED-2525']",['MED-2529'],-0.11918532507629645,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2560,Childhood Constipation and Cow’s Milk,0.7142857142857143,21,7,9,"['MED-2057', 'MED-2055', 'MED-2053', 'MED-2060', 'MED-2061', 'MED-2059', 'MED-2062']","['MED-2053', 'MED-2058', 'MED-2060', 'MED-2057', 'MED-2055', 'MED-2059', 'MED-2061', 'MED-2063', 'MED-2056']",0.15457433957839828,sucesso_do_reranker
NF-Corpus,PLAIN-2570,Diabetics Should Take Their Pulses,0.1,40,1,1,['MED-2145'],['MED-2145'],-0.03200606484240487,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2580,Academy of Nutrition and Dietetics Conflicts of Interest,0.13043478260869565,23,2,2,"['MED-2220', 'MED-2725']","['MED-2220', 'MED-2725']",-0.010386329346650791,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2590,Do Vegetarians Get Enough Protein?,0.07936507936507936,63,1,2,['MED-4600'],"['MED-4313', 'MED-4600']",0.07292655201988812,sucesso_do_reranker
NF-Corpus,PLAIN-2600,Eggs and Arterial Function,0.3,10,2,2,"['MED-2371', 'MED-4324']","['MED-2372', 'MED-2371']",0.26139068822021266,sucesso_do_reranker
NF-Corpus,PLAIN-2610,Treating Asthma With Plants vs. Supplements?,0.09836065573770492,61,2,2,"['MED-2452', 'MED-2655']","['MED-2452', 'MED-2458']",0.015711895704843715,sucesso_do_reranker
NF-Corpus,PLAIN-2620,Phytates for the Treatment of Cancer,0.10909090909090909,55,2,1,"['MED-2988', 'MED-2983']",['MED-2988'],-0.16787496074933989,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2630,Alkylphenol Endocrine Disruptors and Allergies,0.2708333333333333,48,3,3,"['MED-2643', 'MED-2650', 'MED-2644']","['MED-2658', 'MED-2650', 'MED-2643']",0.0249027655074191,sucesso_do_reranker
NF-Corpus,PLAIN-2640,Chicken Salmonella Thanks to Meat Industry Lawsuit,0.5416666666666666,48,8,7,"['MED-2745', 'MED-2743', 'MED-3882', 'MED-4429', 'MED-3892', 'MED-3880', 'MED-2741', 'MED-4354']","['MED-3880', 'MED-2745', 'MED-2741', 'MED-4429', 'MED-3892', 'MED-2742', 'MED-4354']",-0.03594933206145212,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2650,Turmeric Curcumin and Osteoarthritis,0.3793103448275862,29,4,3,"['MED-2800', 'MED-2819', 'MED-2801', 'MED-2807']","['MED-2800', 'MED-2797', 'MED-2819']",-0.1321175952106089,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2660,How Long to Detox From Fish Before Pregnancy?,0.25925925925925924,27,2,1,"['MED-3012', 'MED-2907']",['MED-3021'],0.059049178474140374,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2670,Is Caramel Color Carcinogenic?,0.11428571428571428,35,1,2,['MED-2994'],"['MED-2994', 'MED-2992']",0.14982420171299154,sucesso_do_reranker
NF-Corpus,PLAIN-2680,Counteracting the Effects of Dioxins Through Diet,0.2857142857142857,14,2,4,"['MED-3100', 'MED-3102']","['MED-3100', 'MED-3109', 'MED-3102', 'MED-3112']",0.18210369776815222,sucesso_do_reranker
NF-Corpus,PLAIN-2690,Chronic Headaches and Pork Tapeworms,0.11627906976744186,43,1,2,['MED-3288'],"['MED-3175', 'MED-3288']",0.2200917662980802,sucesso_do_reranker
NF-Corpus,PLAIN-2700,Heart Disease Starts in Childhood,0.3,10,1,2,['MED-3253'],"['MED-3253', 'MED-4613']",0.1605327106653441,sucesso_do_reranker
NF-Corpus,PLAIN-2710,Artificial Food Colors and ADHD,0.2857142857142857,21,3,4,"['MED-3382', 'MED-3380', 'MED-3381']","['MED-3382', 'MED-3380', 'MED-5062', 'MED-3381']",0.08661734426551171,sucesso_do_reranker
NF-Corpus,PLAIN-2720,Keeping Your Hands Warm With Citrus,0.19444444444444445,36,2,3,"['MED-3483', 'MED-4392']","['MED-3483', 'MED-3474', 'MED-4392']",0.13211759521060887,sucesso_do_reranker
NF-Corpus,PLAIN-2730,Anti-Angiogenesis: Cutting Off Tumor Supply Lines,0.3448275862068966,29,4,6,"['MED-3554', 'MED-3553', 'MED-3548', 'MED-4089']","['MED-3550', 'MED-3553', 'MED-3554', 'MED-3548', 'MED-3549', 'MED-3551']",0.4087982744859299,sucesso_do_reranker
NF-Corpus,PLAIN-2740,Cancer Risk From CT Scan Radiation,0.28,50,4,5,"['MED-3627', 'MED-3624', 'MED-3623', 'MED-3620']","['MED-3627', 'MED-3624', 'MED-3620', 'MED-3625', 'MED-3623']",0.20090200410073256,sucesso_do_reranker
NF-Corpus,PLAIN-2750,Preventing the Common Cold with Probiotics?,0.2033898305084746,59,5,7,"['MED-3683', 'MED-3680', 'MED-5031', 'MED-3692', 'MED-3695']","['MED-3676', 'MED-3691', 'MED-3683', 'MED-3680', 'MED-3690', 'MED-3692', 'MED-4564']",-0.08698451916692779,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2760,Eating Healthy on a Budget,0.0,8,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2770,Flaxseeds & Breast Cancer Survival: Clinical Evidence,0.2926829268292683,41,3,0,"['MED-3832', 'MED-3834', 'MED-3830']",[],-0.3820564381065627,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2780,Do Fruit & Nut Bars Cause Weight Gain?,0.4090909090909091,22,4,4,"['MED-3896', 'MED-4292', 'MED-4291', 'MED-4286']","['MED-3896', 'MED-4286', 'MED-4292', 'MED-4289']",0.02666352696971208,sucesso_do_reranker
NF-Corpus,PLAIN-2790,Titanium Dioxide & Inflammatory Bowel Disease,0.13559322033898305,59,5,5,"['MED-3964', 'MED-3970', 'MED-3969', 'MED-3960', 'MED-3963']","['MED-3970', 'MED-3964', 'MED-3960', 'MED-3969', 'MED-3963']",0.006744848662945557,sucesso_do_reranker
NF-Corpus,PLAIN-2800,Prolonged Liver Function Enhancement From Broccoli,0.16666666666666666,24,2,1,"['MED-4454', 'MED-4040']",['MED-4040'],-0.049783113561611234,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2810,Apple Juice May Be Worse Than Sugar Water,0.5,8,1,0,['MED-4090'],[],-0.05854439592831931,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2820,Preventing Strokes with Diet,0.125,8,0,1,[],['MED-4106'],0.11671218210122507,sucesso_do_reranker
NF-Corpus,PLAIN-2830,Neurobiology of Artificial Sweeteners,0.3333333333333333,3,1,1,['MED-4120'],['MED-4120'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2840,Benefits of Fenugreek Seeds,0.0,17,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2850,More Antibiotics In White Meat or Dark Meat?,0.0,9,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2860,BPA Plastic and Male Sexual Dysfunction,1.0,2,2,2,"['MED-4186', 'MED-4185']","['MED-4186', 'MED-4185']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2870,Filled Full of Lead,0.2,5,1,0,['MED-4531'],[],-0.07623986638854101,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2880,The Answer to the Pritikin Puzzle,0.0,17,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2890,To Snack or Not to Snack?,0.06896551724137931,29,1,1,['MED-4250'],['MED-4250'],-0.04156595943551104,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2900,Boosting Good Bacteria in the Colon Without Probiotics,0.16666666666666666,12,1,1,['MED-4271'],['MED-4271'],0.1926866049182051,sucesso_do_reranker
NF-Corpus,PLAIN-2910,Optimal Phytosterol Dose,0.06666666666666667,15,1,1,['MED-4295'],['MED-4295'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2920,Human Neurotransmitters in Plants,0.14285714285714285,7,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-2930,Kiwifruit for Irritable Bowel Syndrome,0.2857142857142857,14,1,1,['MED-4325'],['MED-4325'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2940,Dietary Treatment of Crohn's Disease,0.045454545454545456,22,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-2950,Unsafe at Any Feed,0.0,2,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2960,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?,0.5,2,1,1,['MED-4370'],['MED-4370'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-2970,Preventing Cataracts with Diet,0.0,9,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-2981,Cheese Mites and Maggots,0.2857142857142857,7,2,1,"['MED-4403', 'MED-4909']",['MED-4403'],-0.07187006452250416,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-2991,Cholesterol and Lower Back Pain,0.5,2,1,1,['MED-4424'],['MED-4424'],0.08027921085181244,sucesso_do_reranker
NF-Corpus,PLAIN-3001,EPIC Findings on Lymphoma,0.5,2,1,0,['MED-4436'],[],-0.20438239758848611,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3014,Sometimes the Enzyme Myth Is True,0.0,1,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-3026,Vitamin C-Enriched Bacon,1.0,1,1,0,['MED-4470'],[],-0.3010299956639812,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3037,Out of the Lab Onto the Track,0.0,4,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-3053,Dragon's Blood,0.6666666666666666,3,2,2,"['MED-4525', 'MED-4526']","['MED-4525', 'MED-4526']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-3063,Better Than Goji Berries,0.0,4,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-3074,How to Help Prevent Abdominal Aortic Aneurysms,1.0,1,1,1,['MED-4555'],['MED-4555'],-0.6989700043360187,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3085,The Difficulty of Arriving at a Vitamin D Recommendation,1.0,2,1,1,['MED-4570'],['MED-4573'],-0.12278468466195075,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3097,Amyloid and Apple Juice,0.5,4,1,1,['MED-4590'],['MED-4590'],0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-3116,Dietary Guidelines: From Dairies to Berries,1.0,1,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-3131,Are Avocados Good for You?,0.16666666666666666,6,1,1,['MED-4619'],['MED-4619'],0.016124726840871212,sucesso_do_reranker
NF-Corpus,PLAIN-3141,Relieving Yourself of Excess Estrogen,0.14705882352941177,34,1,2,['MED-4644'],"['MED-3849', 'MED-4644']",0.1333769321014654,sucesso_do_reranker
NF-Corpus,PLAIN-3151,Too Much Iodine Can Be as Bad as Too Little,0.4444444444444444,18,1,6,['MED-4660'],"['MED-4660', 'MED-4664', 'MED-4666', 'MED-4662', 'MED-3971', 'MED-3444']",0.6140091041223233,sucesso_do_reranker
NF-Corpus,PLAIN-3161,Is Milk and Mucus a Myth?,0.3488372093023256,43,3,5,"['MED-4677', 'MED-1223', 'MED-1229']","['MED-1229', 'MED-4677', 'MED-1768', 'MED-1223', 'MED-1774']",-0.04757463375562648,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3171,Convergence of Evidence,0.20588235294117646,34,3,3,"['MED-1504', 'MED-1501', 'MED-1502']","['MED-1501', 'MED-1498', 'MED-1502']",0.09125965040647843,sucesso_do_reranker
NF-Corpus,PLAIN-3181,Is Dragon Fruit Good For You?,0.1111111111111111,27,0,2,[],"['MED-1795', 'MED-1792']",0.22400556151517553,sucesso_do_reranker
NF-Corpus,PLAIN-3191,Is Distilled Fish Oil Toxin-Free?,0.4375,16,2,1,"['MED-2751', 'MED-1831']",['MED-1831'],-0.042367766003497065,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3201,Acne & Cancer Connection,0.125,32,3,1,"['MED-4752', 'MED-4398', 'MED-5106']",['MED-4752'],0.10417425704168615,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3211,Overdosing on Greens,0.0,18,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-3221,Dietary Theory of Alzheimer's,0.125,24,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-3231,Meat & Multiple Myeloma,0.25,8,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-3241,Apthous Ulcer Mystery Solved,0.0,29,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-3251,EPIC Study,0.09523809523809523,21,1,1,['MED-3699'],['MED-3699'],0.01755969744406629,sucesso_do_reranker
NF-Corpus,PLAIN-3261,Update on Herbalife®,0.15384615384615385,13,1,1,['MED-4873'],['MED-4873'],0.006854113763784919,sucesso_do_reranker
NF-Corpus,PLAIN-3271,Saturated Fat & Cancer Progression,0.061224489795918366,49,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-3281,Aluminum in Vaccines vs. Food,0.11538461538461539,26,1,2,['MED-4909'],"['MED-2264', 'MED-4909']",-0.12755478454853666,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3292,Are Multivitamins Good For You?,0.7142857142857143,7,4,4,"['MED-2761', 'MED-4645', 'MED-2759', 'MED-4925']","['MED-4925', 'MED-4645', 'MED-2760', 'MED-2761']",-0.11889931614133659,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3302,Fish Fog,0.3783783783783784,37,2,0,"['MED-3029', 'MED-2907']",[],-0.29420263302058774,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3312,Sexually Transmitted Fish Toxin,0.6153846153846154,13,2,4,"['MED-1569', 'MED-4966']","['MED-4966', 'MED-1570', 'MED-1569', 'MED-4968']",0.16166836532571668,sucesso_do_reranker
NF-Corpus,PLAIN-3322,Veggies vs. Cancer,0.0759493670886076,79,1,2,['MED-2584'],"['MED-2577', 'MED-2584']",0.07589947018231881,sucesso_do_reranker
NF-Corpus,PLAIN-3332,Alcohol Risks vs. Benefits,0.6428571428571429,14,3,3,"['MED-3696', 'MED-4994', 'MED-3762']","['MED-3768', 'MED-3696', 'MED-3762']",0.012295225617264038,sucesso_do_reranker
NF-Corpus,PLAIN-3342,Is Coconut Milk Good For You?,1.0,3,2,1,"['MED-5012', 'MED-5014']",['MED-5014'],-0.4800129389813732,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3352,Boosting Heart Nerve Control,0.1794871794871795,39,0,1,[],['MED-3424'],0.16195671984435944,sucesso_do_reranker
NF-Corpus,PLAIN-3362,Kuna Indian Secret,0.8181818181818182,11,3,3,"['MED-5042', 'MED-2227', 'MED-5041']","['MED-5042', 'MED-2227', 'MED-5041']",0.0,sem_mudanca_relevante
NF-Corpus,PLAIN-3372,The Healthiest Sweetener,0.0,14,0,0,[],[],0.0,falha_bm25_sem_relevantes_no_top100
NF-Corpus,PLAIN-3382,Are Artificial Colors Bad for You?,0.2857142857142857,14,3,4,"['MED-3382', 'MED-3380', 'MED-3381']","['MED-5062', 'MED-3382', 'MED-3381', 'MED-3380']",0.3084253774851065,sucesso_do_reranker
NF-Corpus,PLAIN-3392,Healthiest Airplane Beverage,0.08695652173913043,23,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
NF-Corpus,PLAIN-3402,Antioxidant Content of 300 Foods,0.07142857142857142,14,0,1,[],['MED-3744'],0.08514311764162098,sucesso_do_reranker
NF-Corpus,PLAIN-3412,Plant vs. Cow Calcium,0.14285714285714285,49,3,1,"['MED-4682', 'MED-3227', 'MED-3233']",['MED-4682'],-0.10644397828150137,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3422,Vitamin Supplements Worth Taking,0.5806451612903226,31,1,3,['MED-4566'],"['MED-5131', 'MED-3990', 'MED-4566']",0.27250304536248027,sucesso_do_reranker
NF-Corpus,PLAIN-3432,Healthy Chocolate Milkshakes,0.21428571428571427,42,3,1,"['MED-2227', 'MED-2225', 'MED-2224']",['MED-2227'],-0.18844415212771537,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3442,The Healthiest Vegetables,0.06896551724137931,29,0,1,[],['MED-2098'],0.08879873949105598,sucesso_do_reranker
NF-Corpus,PLAIN-3452,Bowel Movement Frequency,0.4117647058823529,17,4,4,"['MED-5175', 'MED-2100', 'MED-4641', 'MED-4638']","['MED-5175', 'MED-4638', 'MED-2100', 'MED-4641']",-0.026992786640726574,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3462,Olive Oil and Artery Function,0.4375,64,7,6,"['MED-5271', 'MED-5274', 'MED-5260', 'MED-5268', 'MED-5269', 'MED-5263', 'MED-5273']","['MED-5274', 'MED-5262', 'MED-5271', 'MED-1410', 'MED-5269', 'MED-5273']",-0.13298229857516786,falha_ou_piora_do_reranker
NF-Corpus,PLAIN-3472,How Doctors Responded to Being Named a Leading Killer,0.058823529411764705,17,0,0,[],[],0.0,relevantes_existiam_nos_candidatos_mas_ficaram_fora_top10
